0,0.5,0.8,1.00E-10
0,0.5,0.8,1.00E-10
10,0.5,0.8,1.00E-10
10,0.05,0.8,1.00E-10
20,0.05,0.8,1.00E-10
20,0.1,0.8,1.00E-10
30,0.1,0.8,1.00E-10
30,0.2,0.8,1.00E-10
40,0.2,0.8,1.00E-10
40,0.8,0.8,1.00E-10
50,0.8,0.8,1.00E-10
50,0.9,0.8,1.00E-10
60,0.9,0.8,1.00E-10
60,0.95,0.8,1.00E-10
70,0.95,0.8,1.00E-10
70,1,1,1.00E-10
80,1,1,1.00E-10
80,0,0,1.00E-10
90,0,0,1.00E-10
